,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
938,938,Glenunga,5064.0,Indian Restaurant,Seafood Restaurant,Sandwich Place,Pizza Place,Liquor Store,Café,Grocery Store,Electronics Store,Food & Drink Shop,Pharmacy
939,939,Glenwood,2768.0,Bus Station,,,,,,,,,
940,940,Globe Derby Park,5110.0,Gym / Fitness Center,,,,,,,,,
941,941,Glossodia,2756.0,,,,,,,,,,
942,942,Glynde,5070.0,Pharmacy,Gourmet Shop,Electronics Store,Ice Cream Shop,,,,,,
943,943,Gnangara,6077.0,Home Service,,,,,,,,,
944,944,Godwin Beach,4511.0,Beach,Construction & Landscaping,,,,,,,,
945,945,Golden Bay,6174.0,,,,,,,,,,
946,946,Golden Grove,5125.0,Chinese Restaurant,Music Venue,Gym,,,,,,,
947,947,Goodna,4300.0,Bakery,Trail,,,,,,,,
948,948,Goodwood,5034.0,Café,Thai Restaurant,Italian Restaurant,Indian Restaurant,Pizza Place,Vietnamese Restaurant,Gift Shop,Ice Cream Shop,Burger Joint,Indie Movie Theater
949,949,Goodwood,7010.0,Campground,Sports Club,Hotel,Flower Shop,,,,,,
950,950,Goolman,4306.0,,,,,,,,,,
951,951,Gooseberry Hill,6076.0,Spa,Pizza Place,Café,,,,,,,
952,952,Gordon,2072.0,Pizza Place,Thai Restaurant,Japanese Restaurant,Bakery,Coffee Shop,Supermarket,Café,Gym,Park,Fast Food Restaurant
953,953,Gordon,2906.0,Grocery Store,,,,,,,,,
954,954,Gordon Park,4031.0,Airport Service,Portuguese Restaurant,Electronics Store,River,,,,,,
955,955,Gosnells,6110.0,,,,,,,,,,
956,956,Gould Creek,5114.0,,,,,,,,,,
957,957,Gowanbrae,3043.0,Fish & Chips Shop,Scenic Lookout,Playground,,,,,,,
958,958,Gowrie,2904.0,Grocery Store,Field,Pharmacy,Café,Shopping Mall,,,,,
959,959,Graceville,4075.0,Café,Coffee Shop,Athletics & Sports,Thai Restaurant,Convenience Store,Indian Restaurant,American Restaurant,Pharmacy,Bakery,Supermarket
960,960,Grandchester,4340.0,Train Station,,,,,,,,,
961,961,Grange,4051.0,Gas Station,Fish & Chips Shop,Soccer Field,Pizza Place,Gym,Liquor Store,,,,
962,962,Grange,5022.0,Beach,Café,Thai Restaurant,Breakfast Spot,Seafood Restaurant,Hotel Bar,Train Station,,,
963,963,Granton,7030.0,Bar,Playground,,,,,,,,
964,964,Granville,2142.0,Bar,Dessert Shop,Middle Eastern Restaurant,Lebanese Restaurant,,,,,,
965,965,Grasmere,2570.0,,,,,,,,,,
966,966,Gray,830.0,Department Store,Park,Soccer Field,,,,,,,
967,967,Grays Point,2232.0,,,,,,,,,,
968,968,Great Mackerel Beach,2108.0,Vacation Rental,Beach,,,,,,,,
969,969,Green Valley,2168.0,Asian Restaurant,Chinese Restaurant,Convenience Store,Supermarket,Coffee Shop,Gym,Fast Food Restaurant,Thai Restaurant,,
970,970,Greenacre,2190.0,Fast Food Restaurant,Moving Target,Sports Bar,,,,,,,
971,971,Greenacres,5086.0,Recreation Center,Restaurant,Supermarket,Gym,Fast Food Restaurant,Pharmacy,Sandwich Place,Dance Studio,,
972,972,Greenbank,4124.0,,,,,,,,,,
973,973,Greendale,2745.0,,,,,,,,,,
974,974,Greenfield Park,2176.0,Rental Car Location,Business Service,,,,,,,,
975,975,Greenhills Beach,2230.0,Electronics Store,Hotel,,,,,,,,
976,976,Greenmount,6056.0,Theater,Park,Scenic Lookout,,,,,,,
977,977,Greensborough,3088.0,Fast Food Restaurant,Café,Supermarket,Electronics Store,Italian Restaurant,Swim School,Candy Store,Thrift / Vintage Store,Big Box Store,Movie Theater
978,978,Greenslopes,4120.0,Fast Food Restaurant,Pet Store,Gourmet Shop,Coffee Shop,Ice Cream Shop,Bus Station,Grocery Store,Café,Sushi Restaurant,Noodle House
979,979,Greenvale,3059.0,,,,,,,,,,
980,980,Greenway,2900.0,Coffee Shop,Fast Food Restaurant,Electronics Store,Department Store,Sports Club,Supermarket,Social Club,Gym,Gym / Fitness Center,Mediterranean Restaurant
981,981,Greenwich,2065.0,Café,Grocery Store,Seafood Restaurant,,,,,,,
982,982,Greenwith,5125.0,,,,,,,,,,
983,983,Greenwood,6024.0,Garden,Auto Workshop,Flower Shop,Beach,Gym / Fitness Center,,,,,
984,984,Gregory Hills,2557.0,Supermarket,Café,,,,,,,,
985,985,Greystanes,2145.0,Shopping Mall,Supermarket,Pub,,,,,,,
986,986,Griffin,4503.0,,,,,,,,,,
987,987,Griffith,2603.0,Shopping Plaza,Gym,,,,,,,,
988,988,Grose Vale,2753.0,,,,,,,,,,
989,989,Grose Wold,2753.0,,,,,,,,,,
990,990,Gruyere,3770.0,,,,,,,,,,
991,991,Guildford,2161.0,Food Truck,Bridal Shop,Fast Food Restaurant,,,,,,,
992,992,Guildford,6055.0,Café,Italian Restaurant,Gourmet Shop,Park,Tourist Information Center,Bakery,History Museum,Beer Garden,Thai Restaurant,Australian Restaurant
993,993,Guildford West,2161.0,Dessert Shop,Auto Garage,Pub,Café,,,,,,
994,994,Gulfview Heights,5096.0,,,,,,,,,,
995,995,Gumdale,4154.0,Bus Station,Fish & Chips Shop,Construction & Landscaping,,,,,,,
996,996,Gungahlin,2912.0,Supermarket,Café,Gym,Coffee Shop,Asian Restaurant,Pub,Japanese Restaurant,Dumpling Restaurant,Pizza Place,Sandwich Place
997,997,Gunn,832.0,Pet Store,Discount Store,Australian Restaurant,,,,,,,
998,998,Gunn Point,822.0,,,,,,,,,,
999,999,Guys Hill,3807.0,Golf Course,,,,,,,,,
1000,1000,Gwelup,6018.0,,,,,,,,,,
1001,1001,Gymea,2227.0,Café,Pub,Sandwich Place,Art Gallery,Convenience Store,Pizza Place,Farmers Market,Train Station,Nightclub,Italian Restaurant
1002,1002,Gymea Bay,2227.0,Mexican Restaurant,Home Service,Playground,,,,,,,
1003,1003,Haberfield,2045.0,Italian Restaurant,Café,Pizza Place,Grocery Store,Cheese Shop,Coffee Shop,Bakery,Japanese Restaurant,,
1004,1004,Hackett,2602.0,Grocery Store,Home Service,Café,Thai Restaurant,,,,,,
1005,1005,Hacketts Gully,6076.0,,,,,,,,,,
1006,1006,Hackham,5163.0,,,,,,,,,,
1007,1007,Hackham West,5163.0,Video Game Store,Grocery Store,,,,,,,,
1008,1008,Hackney,5069.0,Garden,Winery,Australian Restaurant,Café,,,,,,
1009,1009,Hadfield,3046.0,Bagel Shop,Market,Bus Station,Soccer Field,Construction & Landscaping,,,,,
1010,1010,Haigslea,4306.0,,,,,,,,,,
1011,1011,Hallam,3803.0,Fast Food Restaurant,Fried Chicken Joint,Sandwich Place,Electronics Store,Indian Restaurant,Pub,Thai Restaurant,Italian Restaurant,,
1012,1012,Hallett Cove,5158.0,Scenic Lookout,Train Station,,,,,,,,
1013,1013,Hamersley,6022.0,,,,,,,,,,
1014,1014,Hamilton,4007.0,Motel,Music Store,Boat or Ferry,Bus Station,,,,,,
1015,1015,Hamilton Hill,6163.0,Theater,Radio Station,,,,,,,,
1016,1016,Hammond Park,6164.0,Park,,,,,,,,,
1017,1017,Hammondville,2170.0,Diner,Sports Club,Sports Bar,Café,,,,,,
1018,1018,Hampstead Gardens,5086.0,Dance Studio,Pub,Sports Club,Pharmacy,Sandwich Place,Supermarket,,,,
1019,1019,Hampton,3188.0,Park,Bus Line,,,,,,,,
1020,1020,Hampton East,3188.0,Sports Club,Gym,Playground,,,,,,,
1021,1021,Hampton Park,3976.0,Lounge,,,,,,,,,
1022,1022,Happy Valley,5159.0,Supermarket,Fast Food Restaurant,Shopping Mall,Paper / Office Supplies Store,Liquor Store,Video Store,,,,
1023,1023,Harkaway,3806.0,Business Service,,,,,,,,,
1024,1024,Harrington Park,2567.0,Supermarket,Park,Gym,Pizza Place,Shopping Mall,,,,,
1025,1025,Harris Park,2150.0,Indian Restaurant,Park,Gym / Fitness Center,Café,,,,,,
1026,1026,Harrisdale,6112.0,Home Service,Insurance Office,,,,,,,,
1027,1027,Harrison,2914.0,Park,Soccer Field,Bus Station,Thai Restaurant,,,,,,
1028,1028,Hassall Grove,2761.0,Fast Food Restaurant,,,,,,,,,
1029,1029,Hastings,3915.0,Fast Food Restaurant,Grocery Store,Supermarket,Department Store,Discount Store,Pub,,,,
1030,1030,Hawker,2614.0,Mediterranean Restaurant,Fast Food Restaurant,Athletics & Sports,Soccer Field,Asian Restaurant,Baseball Field,,,,
1031,1031,Hawthorn,3122.0,Café,Burger Joint,Japanese Restaurant,Gym,Convenience Store,Thai Restaurant,Vietnamese Restaurant,Bubble Tea Shop,Bar,Malay Restaurant
1032,1032,Hawthorn,5062.0,Train Station,Coffee Shop,Water Park,,,,,,,
1033,1033,Hawthorn East,3123.0,Café,Bakery,Ice Cream Shop,Italian Restaurant,Movie Theater,Mexican Restaurant,Gym,Coffee Shop,Thai Restaurant,Malay Restaurant
1034,1034,Hawthorndene,5051.0,Farmers Market,Park,,,,,,,,
1035,1035,Hawthorne,4171.0,Theater,Performing Arts Venue,Farmers Market,Dog Run,Café,Bar,,,,
1036,1036,Haymarket,2000.0,Thai Restaurant,Chinese Restaurant,Café,Coffee Shop,Asian Restaurant,Korean Restaurant,Hostel,Hotel,Malay Restaurant,Japanese Restaurant
1037,1037,Haynes,6112.0,Pet Store,,,,,,,,,
1038,1038,Hazelmere,6055.0,Miscellaneous Shop,,,,,,,,,
1039,1039,Hazelwood Park,5066.0,Café,Hotel Bar,Gym,Mediterranean Restaurant,Supermarket,Pizza Place,Park,Australian Restaurant,Pool,
1040,1040,Healesville,3777.0,Café,Burger Joint,Hotel,Hotel Bar,Bakery,Deli / Bodega,,,,
1041,1041,Heath Hill,3891.0,,,,,,,,,,
1042,1042,Heathcote,2233.0,Train Station,Pub,Flower Shop,Fast Food Restaurant,Grocery Store,,,,,
1043,1043,Heatherton,3202.0,,,,,,,,,,
1044,1044,Heathmont,3135.0,Dumpling Restaurant,Convenience Store,Bakery,Pharmacy,Café,Shopping Mall,Italian Restaurant,,,
1045,1045,Heathpool,5068.0,Supermarket,Café,Bakery,Playground,,,,,,
1046,1046,Heathridge,6027.0,Grocery Store,Italian Restaurant,Pizza Place,Shopping Mall,,,,,,
1047,1047,Heathwood,4110.0,Convenience Store,,,,,,,,,
1048,1048,Hebersham,2770.0,Mobile Phone Shop,Soccer Field,,,,,,,,
1049,1049,Heckenberg,2168.0,Carpet Store,Park,Movie Theater,,,,,,,
1050,1050,Hectorville,5073.0,Bus Station,,,,,,,,,
1051,1051,Heidelberg,3084.0,Supermarket,Thai Restaurant,Convenience Store,Park,Greek Restaurant,Hotel Bar,Shopping Mall,,,
1052,1052,Heidelberg Heights,3081.0,Women's Store,Seafood Restaurant,Park,Sports Club,Café,,,,,
1053,1053,Heidelberg West,3081.0,Men's Store,Park,Café,Playground,,,,,,
1054,1054,Helena Valley,6056.0,,,,,,,,,,
1055,1055,Hemmant,4174.0,Motel,Train Station,,,,,,,,
1056,1056,Henderson,6166.0,,,,,,,,,,
1057,1057,Hendon,5014.0,Liquor Store,Chinese Restaurant,Bar,Pet Store,Malay Restaurant,Vietnamese Restaurant,,,,
1058,1058,Hendra,4011.0,Rental Car Location,Coffee Shop,Shoe Store,Fish & Chips Shop,Australian Restaurant,Candy Store,Café,,,
1059,1059,Henley,2111.0,Skate Park,Park,Australian Restaurant,Bus Station,,,,,,
1060,1060,Henley Beach,5022.0,Café,Ice Cream Shop,Fast Food Restaurant,Wine Bar,Thai Restaurant,Plaza,Restaurant,Greek Restaurant,Beach,Surf Spot
1061,1061,Henley Beach South,5022.0,Grocery Store,Indian Restaurant,Pharmacy,Fast Food Restaurant,,,,,,
1062,1062,Henley Brook,6055.0,,,,,,,,,,
1063,1063,Herbert,836.0,,,,,,,,,,
1064,1064,Heritage Park,4118.0,,,,,,,,,,
1065,1065,Herne Hill,6056.0,Diner,Café,,,,,,,,
1066,1066,Herston,4006.0,Café,Football Stadium,,,,,,,,
1067,1067,Hidden Valley,828.0,,,,,,,,,,
1068,1068,Higgins,2615.0,Shopping Plaza,Health & Beauty Service,Thrift / Vintage Store,,,,,,,
1069,1069,High Wycombe,6057.0,Fast Food Restaurant,Restaurant,Coffee Shop,Pizza Place,Liquor Store,Grocery Store,Sandwich Place,Shopping Mall,Supermarket,
1070,1070,Highbury,5089.0,,,,,,,,,,
1071,1071,Highett,3190.0,Café,Fast Food Restaurant,Vietnamese Restaurant,Burger Joint,Sporting Goods Shop,Fish & Chips Shop,Shopping Mall,Paper / Office Supplies Store,Bakery,Supermarket
1072,1072,Highgate,5063.0,Paper / Office Supplies Store,Flower Shop,Café,Grocery Store,,,,,,
1073,1073,Highgate,6003.0,Bakery,Café,Mexican Restaurant,Restaurant,Beer Garden,BBQ Joint,Coffee Shop,Tapas Restaurant,Vegetarian / Vegan Restaurant,Eastern European Restaurant
1074,1074,Highgate Hill,4101.0,Café,Thai Restaurant,Park,Indian Restaurant,Bakery,,,,,
1075,1075,Highvale,4520.0,Business Service,,,,,,,,,
1076,1076,Hilbert,6112.0,,,,,,,,,,
1077,1077,Hillarys,6025.0,Supermarket,Shopping Mall,Restaurant,Bakery,,,,,,
1078,1078,Hillbank,5112.0,,,,,,,,,,
1079,1079,Hillcrest,4118.0,Roller Rink,,,,,,,,,
1080,1080,Hillcrest,5086.0,Supermarket,Pub,Arts & Crafts Store,Convenience Store,Bakery,,,,,
1081,1081,Hillier,5116.0,Home Service,Furniture / Home Store,,,,,,,,
1082,1082,Hillman,6168.0,Park,Grocery Store,,,,,,,,
1083,1083,Hillsdale,2036.0,Supermarket,Pizza Place,Shopping Mall,Clothing Store,Sandwich Place,Athletics & Sports,Liquor Store,Bakery,,
1084,1084,Hillside,3037.0,Beer Garden,Fish & Chips Shop,Pizza Place,Playground,,,,,,
1085,1085,Hilton,5033.0,Electronics Store,Bakery,Restaurant,Fish & Chips Shop,Pub,,,,,
1086,1086,Hilton,6163.0,Soccer Field,Gym / Fitness Center,Café,,,,,,,
1087,1087,Hinchinbrook,2168.0,Social Club,,,,,,,,,
1088,1088,Hindmarsh,5007.0,Bar,Bakery,Soccer Stadium,Tram Station,Travel & Transport,Theater,Miscellaneous Shop,Gym,Liquor Store,Library
1089,1089,Hobartville,2753.0,Cosmetics Shop,Pub,Food & Drink Shop,,,,,,,
1090,1090,Hocking,6065.0,Supermarket,Coffee Shop,,,,,,,,
1091,1091,Hoddles Creek,3139.0,,,,,,,,,,
1092,1092,Holden Hill,5088.0,Department Store,Snack Place,Construction & Landscaping,Dog Run,Gym,,,,,
1093,1093,Holder,2611.0,Supermarket,Malay Restaurant,Other Great Outdoors,,,,,,,
1094,1094,Holland Park,4121.0,Seafood Restaurant,Athletics & Sports,Café,,,,,,,
1095,1095,Holland Park West,4121.0,Café,Bakery,Pub,Liquor Store,Bus Station,Coffee Shop,Thai Restaurant,,,
1096,1096,Holmes,812.0,,,,,,,,,,
1097,1097,Holmview,4207.0,,,,,,,,,,
1098,1098,Holroyd,2142.0,Chinese Restaurant,History Museum,Park,,,,,,,
1099,1099,Holsworthy,2173.0,Martial Arts Dojo,Pool,,,,,,,,
1100,1100,Holt,2615.0,Pizza Place,Supermarket,Convenience Store,Shopping Plaza,Paper / Office Supplies Store,Gym,Grocery Store,Coffee Shop,Sandwich Place,Asian Restaurant
1101,1101,Holtze,835.0,,,,,,,,,,
1102,1102,Homebush,2140.0,Clothing Store,Accessories Store,Café,Shoe Store,Outlet Store,Men's Store,Mexican Restaurant,Fast Food Restaurant,Bakery,Sandwich Place
1103,1103,Homebush West,2140.0,Clothing Store,Accessories Store,Café,Shoe Store,Outlet Store,Men's Store,Mexican Restaurant,Fast Food Restaurant,Bakery,Sandwich Place
1104,1104,Hope Valley,5090.0,Grocery Store,Sushi Restaurant,Pharmacy,Pub,Athletics & Sports,Sandwich Place,,,,
1105,1105,Hope Valley,6165.0,,,,,,,,,,
1106,1106,Hopeland,6125.0,,,,,,,,,,
1107,1107,Hoppers Crossing,3029.0,Fast Food Restaurant,Supermarket,Shopping Mall,Pharmacy,Paper / Office Supplies Store,Liquor Store,Bakery,,,
1108,1108,Horningsea Park,2171.0,,,,,,,,,,
1109,1109,Hornsby,2077.0,Café,Movie Theater,Gym,Electronics Store,Asian Restaurant,Supermarket,Korean Restaurant,Fast Food Restaurant,Bakery,Juice Bar
1110,1110,Hornsby Heights,2077.0,BBQ Joint,Food & Drink Shop,Grocery Store,,,,,,,
1111,1111,Horsley Park,2175.0,,,,,,,,,,
1112,1112,Houghton,5131.0,Steakhouse,Park,Athletics & Sports,,,,,,,
1113,1113,Hove,5048.0,Train Station,Gym / Fitness Center,Pizza Place,Lawyer,Convenience Store,,,,,
1114,1114,Hovea,6071.0,,,,,,,,,,
1115,1115,Howard Springs,835.0,,,,,,,,,,
1116,1116,Howden,7054.0,,,,,,,,,,
1117,1117,Howrah,7018.0,Massage Studio,Coffee Shop,Food & Drink Shop,,,,,,,
1118,1118,Hoxton Park,2171.0,Dance Studio,,,,,,,,,
1119,1119,Hughes,822.0,,,,,,,,,,
1120,1120,Hughes,2605.0,Bakery,Fast Food Restaurant,,,,,,,,
1121,1121,Hughesdale,3166.0,Café,Platform,Dry Cleaner,,,,,,,
1122,1122,Humbug Scrub,5114.0,,,,,,,,,,
1123,1123,Hume,2620.0,Business Service,Furniture / Home Store,Platform,,,,,,,
1124,1124,Humevale,3757.0,Golf Course,Bus Stop,,,,,,,,
1125,1125,Humpty Doo,836.0,Café,Australian Restaurant,Asian Restaurant,Grocery Store,,,,,,
1126,1126,Hunters Hill,2110.0,Café,Grocery Store,Bar,Seafood Restaurant,Pizza Place,Shopping Mall,,,,
1127,1127,Huntfield Heights,5163.0,Restaurant,Athletics & Sports,,,,,,,,
1128,1128,Huntingdale,3166.0,Mexican Restaurant,Korean Restaurant,Locksmith,Business Service,,,,,,
1129,1129,Huntingdale,6110.0,,,,,,,,,,
1130,1130,Huntingfield,7055.0,,,,,,,,,,
1131,1131,Huntleys Cove,2111.0,Farmers Market,Skate Park,Harbor / Marina,Bus Station,,,,,,
1132,1132,Huntleys Point,2111.0,,,,,,,,,,
1133,1133,Hurlstone Park,2193.0,Café,Train Station,Coffee Shop,Platform,,,,,,
1134,1134,Hurstbridge,3099.0,Café,Train Station,Pizza Place,Grocery Store,,,,,,
1135,1135,Hurstville,2220.0,Chinese Restaurant,Fast Food Restaurant,Supermarket,Café,Vietnamese Restaurant,Japanese Restaurant,Coffee Shop,Bakery,Sandwich Place,Clothing Store
1136,1136,Hurstville Grove,2220.0,Trail,Harbor / Marina,Clothing Store,Park,,,,,,
1137,1137,Hyde Park,5061.0,Café,Italian Restaurant,Coffee Shop,Pizza Place,Bakery,Pub,Burger Joint,Grocery Store,Ice Cream Shop,Fish & Chips Shop
1138,1138,Illawong,2234.0,Shopping Mall,Playground,Bus Station,Café,,,,,,
1139,1139,Iluka,6028.0,Park,Photography Studio,Seafood Restaurant,,,,,,,
1140,1140,Inala,4077.0,Vietnamese Restaurant,Bus Station,,,,,,,,
1141,1141,Indooroopilly,4068.0,Café,Fast Food Restaurant,Coffee Shop,Department Store,Japanese Restaurant,Sushi Restaurant,Multiplex,Thai Restaurant,Big Box Store,Movie Theater
1142,1142,Ingle Farm,5098.0,,,,,,,,,,
1143,1143,Ingleburn,2565.0,Spa,Smoke Shop,Indian Restaurant,,,,,,,
1144,1144,Ingleside,2101.0,,,,,,,,,,
1145,1145,Inglewood,6052.0,Café,Supermarket,Italian Restaurant,Pharmacy,Indian Restaurant,Liquor Store,,,,
1146,1146,Innaloo,6018.0,Park,Photography Studio,Indian Restaurant,,,,,,,
1147,1147,Iona,3815.0,,,,,,,,,,
1148,1148,Ironbank,5153.0,Basketball Court,,,,,,,,,
1149,1149,Ironbark,4306.0,,,,,,,,,,
1150,1150,Isaacs,2607.0,Shopping Plaza,Café,Playground,,,,,,,
1151,1151,Isabella Plains,2905.0,Grocery Store,Pizza Place,Pharmacy,Shopping Plaza,,,,,,
1152,1152,Ivanhoe,3079.0,Café,Japanese Restaurant,Italian Restaurant,Ice Cream Shop,Shopping Mall,Bar,Coffee Shop,Sandwich Place,Pizza Place,Restaurant
1153,1153,Ivanhoe East,3079.0,Dance Studio,Deli / Bodega,Electronics Store,Food & Drink Shop,Plaza,,,,,
1154,1154,Jacana,3047.0,Pizza Place,Playground,,,,,,,,
1155,1155,Jacka,2914.0,,,,,,,,,,
1156,1156,Jamboree Heights,4074.0,Platform,Pastry Shop,Candy Store,Bus Station,Gym,Bakery,,,,
1157,1157,Jamisontown,2750.0,Furniture / Home Store,Fast Food Restaurant,Arts & Crafts Store,Sporting Goods Shop,Café,Skating Rink,Pharmacy,Electronics Store,Gym,Sandwich Place
1158,1158,Jandabup,6077.0,,,,,,,,,,
1159,1159,Jandakot,6164.0,Comfort Food Restaurant,Home Service,Golf Course,Australian Restaurant,Asian Restaurant,,,,,
1160,1160,Jane Brook,6056.0,Trail,Campground,,,,,,,,
1161,1161,Jannali,2226.0,Thai Restaurant,Pizza Place,Japanese Restaurant,Indian Restaurant,Café,Grocery Store,Fast Food Restaurant,Seafood Restaurant,Pharmacy,Bakery
1162,1162,Jarrahdale,6124.0,,,,,,,,,,
1163,1163,Jeebropilly,4340.0,,,,,,,,,,
1164,1164,Jindalee,4074.0,Breakfast Spot,Supermarket,Pier,Indian Restaurant,,,,,,
1165,1165,Jindalee,6036.0,Fast Food Restaurant,Pizza Place,Gym / Fitness Center,Portuguese Restaurant,,,,,,
1166,1166,Jingili,810.0,Chinese Restaurant,Fish & Chips Shop,,,,,,,,
1167,1167,Johnston,830.0,BBQ Joint,,,,,,,,,
1168,1168,Jolimont,6014.0,Coffee Shop,Train Station,Gym,Fast Food Restaurant,,,,,,
1169,1169,Jollys Lookout,4520.0,,,,,,,,,,
1170,1170,Joondanna,6060.0,Supermarket,Shopping Mall,Fast Food Restaurant,Lebanese Restaurant,Bar,Coffee Shop,Sandwich Place,Pizza Place,Japanese Restaurant,Bakery
1171,1171,Jordan Springs,2747.0,Café,Department Store,Lake,Auto Garage,Gym,,,,,
1172,1172,Joslin,5070.0,Park,Bus Station,Business Service,Playground,Furniture / Home Store,History Museum,,,,
1173,1173,Joyner,4500.0,Nature Preserve,Park,Construction & Landscaping,,,,,,,
1174,1174,Junction Village,3977.0,Garden Center,Roof Deck,Playground,,,,,,,
1175,1175,Kagaru,4285.0,,,,,,,,,,
1176,1176,Kalamunda,6076.0,Bakery,Farmers Market,Tapas Restaurant,Tea Room,Bus Station,Grocery Store,Café,Shopping Mall,Supermarket,Pub
1177,1177,Kaleen,2617.0,Supermarket,Grocery Store,Shopping Mall,Sports Club,,,,,,
1178,1178,Kalinga,4030.0,Park,Recording Studio,Soccer Field,Convenience Store,,,,,,
1179,1179,Kalkallo,3064.0,,,,,,,,,,
1180,1180,Kallangur,4503.0,Fast Food Restaurant,Pharmacy,Pub,Pizza Place,Café,Sandwich Place,Grocery Store,,,
1181,1181,Kallaroo,6025.0,Hotel,Liquor Store,,,,,,,,
1182,1182,Kallista,3791.0,Golf Course,,,,,,,,,
1183,1183,Kalorama,3766.0,,,,,,,,,,
1184,1184,Kambah,2902.0,Sculpture Garden,Buffet,,,,,,,,
1185,1185,Kangarilla,5157.0,,,,,,,,,,
1186,1186,Kangaroo Ground,3097.0,Vineyard,,,,,,,,,
1187,1187,Kangaroo Point,2224.0,,,,,,,,,,
1188,1188,Kangaroo Point,4169.0,Restaurant,Café,Bar,Seafood Restaurant,Park,Japanese Restaurant,Pedestrian Plaza,Cocktail Bar,Donut Shop,Italian Restaurant
1189,1189,Karalee,4306.0,Theme Park Ride / Attraction,,,,,,,,,
1190,1190,Karama,812.0,Supermarket,Pizza Place,Shopping Mall,Bar,,,,,,
1191,1191,Karana Downs,4306.0,Supermarket,Café,,,,,,,,
1192,1192,Karawara,6152.0,Farmers Market,Thai Restaurant,Fast Food Restaurant,,,,,,,
1193,1193,Karawatha,4117.0,,,,,,,,,,
1194,1194,Kardinya,6163.0,Supermarket,Café,Fast Food Restaurant,Deli / Bodega,Liquor Store,Gas Station,Gift Shop,Grocery Store,Shopping Mall,Middle Eastern Restaurant
1195,1195,Kareela,2232.0,Supermarket,Restaurant,Shopping Mall,Coffee Shop,Café,Bakery,,,,
1196,1196,Karnup,6176.0,,,,,,,,,,
1197,1197,Karrabin,4306.0,Train Station,Platform,Light Rail Station,,,,,,,
1198,1198,Karragullen,6111.0,,,,,,,,,,
1199,1199,Karrakatta,6010.0,,,,,,,,,,
1200,1200,Karrakup,6122.0,,,,,,,,,,
1201,1201,Karrinyup,6018.0,Pool,Bus Station,,,,,,,,
1202,1202,Kealba,3021.0,Clothing Store,,,,,,,,,
1203,1203,Kearns,2558.0,BBQ Joint,Pub,Grocery Store,,,,,,,
1204,1204,Kedron,4031.0,Fast Food Restaurant,Supermarket,Bus Station,Gym / Fitness Center,Grocery Store,Coffee Shop,Sandwich Place,Electronics Store,Café,Pizza Place
1205,1205,Keilor,3036.0,Fast Food Restaurant,Cosmetics Shop,Women's Store,Ice Cream Shop,Moving Target,,,,,
1206,1206,Keilor Downs,3038.0,Plane,,,,,,,,,
1207,1207,Keilor East,3033.0,Boxing Gym,Café,,,,,,,,
1208,1208,Keilor Lodge,3038.0,Café,Supermarket,Shopping Mall,Gym,Video Store,Hotel,,,,
1209,1209,Keilor North,3036.0,Business Service,Tea Room,,,,,,,,
1210,1210,Keilor Park,3042.0,Fast Food Restaurant,Café,Coffee Shop,Motorcycle Shop,Sandwich Place,Indoor Play Area,Restaurant,Gym,,
1211,1211,Kellyville,2155.0,Chinese Restaurant,Indian Restaurant,Construction & Landscaping,Pizza Place,Burger Joint,,,,,
1212,1212,Kellyville Ridge,2155.0,Jewelry Store,Health & Beauty Service,Construction & Landscaping,Bus Station,,,,,,
